Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat57,Intensity Rat58,Intensity Rat59,Intensity Rat60,Intensity Rat61,Intensity Rat62,Intensity Rat63,Intensity Rat64,Intensity Rat65,Intensity Rat66
Q920J3,CORO6_RAT,Coronin-6,Coro6,21249600,26438900,13480400,13990000,13623500,31761300,31830700,27061800,13108100,13475700
Q920J4,TXNL1_RAT,Thioredoxin-like protein 1,Txnl1,200815000,228826000,138627000,118257000,129114000,181231000,195746000,193217000,89042200,107814000
Q920L2,SDHA_RAT,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Sdha,366809000,378632000,333012000,352858000,319465000,321922000,422470000,374945000,422091000,454419000
Q920L7,ELOV5_RAT,Very long chain fatty acid elongase 5,Elovl5,59697400,59899800,64872000,62288700,53280300,61257200,65846300,74909300,64740800,65821500
Q920P0,DCXR_RAT,L-xylulose reductase,Dcxr,13830000,20316300,12252100,9620820,12820000,19896500,23362000,21645300,10383500,16838900
Q920P6,ADA_RAT,Adenosine deaminase,Ada,19088900,29445100,9766360,9377160,12473200,26260100,35113900,17209500,7962440,17318500
Q920Q0,PALM_RAT,Paralemmin-1,Palm,110201000,104615000,98826500,72042400,76656400,109791000,106132000,106864000,55047900,77460900
Q920R3,FADS1_RAT,Acyl-CoA (8-3)-desaturase,Fads1,10690100,9512190,10379000,11740600,11826500,8996020,11903500,9895360,10196000,13023700
Q920R4,GASP1_RAT,G-protein coupled receptor-associated sorting protein 1,Gprasp1,4777300,5907880,3473790,4782850,4815460,4419950,5050320,4119900,5945520,5314190
Q921A2,MYCT_RAT,Proton myo-inositol cotransporter,Slc2a13,26687200,20021400,29949500,22727200,19990200,14936600,17817000,15632700,23845800,21511800
Q921A4,CYGB_RAT,Cytoglobin,Cygb,28981700,31843600,19061400,16539200,20150900,31500600,34850500,30887000,22141500,32995300
Q923M1,MSRA_RAT,Mitochondrial peptide methionine sulfoxide reductase,Msra,58620000,64988200,40480200,30084500,37585600,50547700,57105200,53213400,23103000,29718100
Q923S8,PANK4_RAT,4'-phosphopantetheine phosphatase,Pank4,27328900,30450100,20054300,23915300,24145600,28111500,35555300,31632400,21195900,25151300
Q923V4,FBX6_RAT,F-box only protein 6,Fbxo6,20062200,22678100,19866300,15912000,19951000,18388500,24015000,22866200,13889500,18612500
Q923V8,SEP15_RAT,Selenoprotein F,Selenof,12436600,15254500,16863000,14605800,15434100,12138800,16142500,15764400,20824400,25851300
Q923W4,HDGR3_RAT,Hepatoma-derived growth factor-related protein 3,Hdgfl3,19872800,31279200,15881600,13480500,17439700,24485200,33996800,28684500,17428800,14665000
Q924A5,S36A1_RAT,Proton-coupled amino acid transporter 1,Slc36a1,1532390,1404650,4970710,6031060,5459400,1735760,1702230,1018320,4894910,3939870
Q924C3,ENPP1_RAT,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Enpp1,21222800,13515100,9195540,9398600,14189700,24633700,21146200,12537400,16559500,20232000
Q924I2,M4K3_RAT,Mitogen-activated protein kinase kinase kinase kinase 3,Map4k3,3714170,4027030,3150590,3174610,3430320,2461090,3141850,3340550,3468340,3539650
Q924K2,FAF1_RAT,FAS-associated factor 1,Faf1,20959500,23429700,17883600,16678600,18845700,18756700,21440200,22000900,17818100,21938100
Q924N5,ACBG1_RAT,Long-chain-fatty-acid--CoA ligase ACSBG1,Acsbg1,179870000,186343000,139857000,132937000,136504000,166455000,210935000,193734000,156060000,194187000
Q924S1,PLCD_RAT,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,Agpat4,165739000,143197000,158658000,140429000,154722000,152953000,173820000,182859000,146313000,178170000
Q924S5,LONM_RAT,"Lon protease homolog, mitochondrial",Lonp1,71068900,80563700,42441100,60461400,64473300,73222100,88984200,77002500,79982800,81072200
Q925D4,T176B_RAT,Transmembrane protein 176B,Tmem176b,,2649530,,,1588890,1211460,2134170,1740700,1389440,1327090
Q925D6,Q925D6_RAT,mitogen-activated protein kinase kinase,Map2k6,51557600,48412800,46958700,53394800,61257300,45375900,49962000,45346400,49447700,50275300
Q925N3,PEX5R_RAT,PEX5-related protein,Pex5l,56548300,60174700,41976600,46528100,38164000,45485100,52092300,50687300,46624400,50741000
Q925N6,IGSF1_RAT,Immunoglobulin superfamily member 1,Igsf1,12653600,14537400,9406180,11998600,8876610,12096800,14105900,11926700,9228770,12036000
Q925Q9,SH3K1_RAT,SH3 domain-containing kinase-binding protein 1,Sh3kbp1,155574000,127578000,123505000,80148900,99538600,142909000,124350000,147176000,62987600,88722300
Q925S8,YMEL1_RAT,ATP-dependent zinc metalloprotease YME1L1,Yme1l1,175074000,184895000,180018000,131643000,157524000,119458000,176499000,167157000,188685000,171706000
Q99068,AMRP_RAT,Alpha-2-macroglobulin receptor-associated protein,Lrpap1,26781600,30722700,31341700,29082000,27523300,24532200,26424600,22170800,27113000,30464900
Q99376,TFR1_RAT,Transferrin receptor protein 1,Tfrc,36179200,43934100,38329500,49973800,42094400,33317600,38024300,33291600,44386400,44533600
Q99J82,ILK_RAT,Scaffold protein ILK,Ilk,59628400,68577200,50364000,49250800,67520800,57278800,67775400,61512500,59992100,61080200
Q99J86,ATRN_RAT,Attractin,Atrn,18677400,19839600,19940800,19954100,18301100,28007900,26264600,24376700,28320900,25351900
Q99JB3,FUT9_RAT,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,Fut9,,,,,,,2846490,2820170,2627550,2925550
Q99JD3,ODC_RAT,Mitochondrial 2-oxodicarboxylate carrier,Slc25a21,2948870,3229090,,1486200,3565130,2780750,3587830,2698250,2750390,3331810
Q99JD4,CLAP2_RAT,CLIP-associating protein 2,Clasp2,156270000,158088000,143047000,124976000,137121000,155668000,173402000,172017000,148539000,175055000
Q99JE4,RGRF2_RAT,Ras-specific guanine nucleotide-releasing factor 2,Rasgrf2,8504560,10341700,8537140,7456660,8567080,7487510,8999520,8980100,7511200,7339040
Q99JE6,PLCB3_RAT,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",Plcb3,43473500,50147100,33178500,26430000,30911600,45081600,46508700,41657400,25923600,32333500
Q99M63,SMU1_RAT,WD40 repeat-containing protein SMU1,Smu1,21206000,24191400,17877300,17295000,20203000,21554600,24867400,20913400,21286000,25426800
Q99M64,P4K2A_RAT,Phosphatidylinositol 4-kinase type 2-alpha,Pi4k2a,86109700,87852000,161260000,142848000,116033000,74313400,91033300,81616200,145621000,149631000
Q99MB4,ZNG1_RAT,Zinc-regulated GTPase metalloprotein activator 1,Zng1,12672400,15345400,11663500,12404600,11942800,14935000,15664900,15208200,13013300,17590900
Q99MC0,PP14A_RAT,Protein phosphatase 1 regulatory subunit 14A,Ppp1r14a,50385200,57179500,43391000,23910500,32873100,47525900,54970200,58789700,11296700,21418000
Q99MG9,KCIP4_RAT,Kv channel-interacting protein 4,Kcnip4,3096800,3144720,3670650,3592050,2024040,1271690,1069850,945137,2086590,1991230
Q99MH9,BBS2_RAT,BBSome complex member BBS2,Bbs2,79573200,78991600,10371200,59693400,57352400,68043600,79039600,73371300,74451900,69160400
Q99MI5,Q99MI5_RAT,Spermidine synthase,Srm,41511500,46852600,26477600,22607900,23871300,44900700,50102500,47801400,20526000,26274100
Q99MI7,UBA3_RAT,NEDD8-activating enzyme E1 catalytic subunit,Uba3,50610100,59212600,32701000,29267800,33115700,54115200,57652500,55258100,22333000,29880500
Q99ML5,PCYOX_RAT,Prenylcysteine oxidase 1,Pcyox1,118638000,118433000,160281000,143124000,139048000,111402000,124646000,128615000,148459000,172102000
Q99MS0,S14L2_RAT,SEC14-like protein 2,Sec14l2,47716700,66786500,34717400,30477700,39032100,59605200,69992600,64762800,59714700,65091500
Q99MY2,NUDT4_RAT,Diphosphoinositol polyphosphate phosphohydrolase 2,Nudt4,48577300,54398500,28619100,23221400,30141300,51520000,59076000,52440700,21771800,31357800
Q99MZ4,GGT7_RAT,Glutathione hydrolase 7,Ggt7,33276600,39318500,43131100,45383700,39115700,31655300,38832700,36373800,59304600,51313200
Q99MZ8,LASP1_RAT,LIM and SH3 domain protein 1,Lasp1,80721200,76476200,62095000,47795500,55493000,76732400,66430600,59928200,37437400,44782300
Q99N02,SO3A1_RAT,Solute carrier organic anion transporter family member 3A1,Slco3a1,2722420,2291640,1964730,1788440,1711030,2628220,3347660,3386900,,2410960
Q99N27,SNX1_RAT,Sorting nexin-1,Snx1,249279000,197081000,266123000,176664000,211792000,163836000,145933000,139764000,105991000,164495000
Q99N37,RHG17_RAT,Rho GTPase-activating protein 17,Arhgap17,18823400,16931700,14960800,8319000,14152500,15960800,14022700,13828400,10363700,11934900
Q99NA5,IDH3A_RAT,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Idh3a,1075370000,1172560000,949520000,1015660000,860510000,831227000,932873000,834724000,1006170000,1066160000
Q99ND9,RWDD1_RAT,RWD domain-containing protein 1,Rwdd1,12942500,15808400,9541500,6612040,9167810,13377500,12011100,11090400,6931810,10241400
Q99NH3,R3GEF_RAT,Guanine nucleotide exchange factor for Rab-3A,Rab3il1,2863220,2882660,1915680,,2190880,2730310,2720990,3078110,2735140,2756260
Q99P39,NFS1_RAT,Cysteine desulfurase,Nfs1,69238800,71343800,55782700,63212200,59681000,54466200,63356800,61413700,52672100,56113500
Q99P55,SGPP1_RAT,Sphingosine-1-phosphate phosphatase 1,Sgpp1,12301900,10581300,10697800,10218300,11497000,10412400,10668600,9392060,9605780,9725030
Q99P63,MICU2_RAT,"Calcium uptake protein 2, mitochondrial",Micu2,4957090,,,3877640,3619390,,,,,3746060
Q99P74,RB27B_RAT,Ras-related protein Rab-27B,Rab27b,163901000,180390000,148256000,145945000,137187000,135680000,158192000,119340000,184562000,164529000
Q99P75,RAB9A_RAT,Ras-related protein Rab-9A,Rab9a,10456000,10991800,15829400,18303200,15244100,12357700,16413900,14885400,17583700,18733600
Q99P77,GTPB4_RAT,GTP-binding protein 4,Gtpbp4,,,6397900,,8596880,,,,10830600,15260700
Q99P82,CLD11_RAT,Claudin-11,Cldn11,1354930000,836866000,1281210000,992360000,1505630000,1045040000,874253000,903223000,884628000,1220270000
Q99P99,HDAC4_RAT,Histone deacetylase 4,Hdac4,2536610,2237000,,1671670,1725480,2593280,2976850,2457500,,1586570
Q99PD4,ARC1A_RAT,Actin-related protein 2/3 complex subunit 1A,Arpc1a,121250000,129767000,85308600,73335500,82997100,136638000,162287000,153651000,70223400,86145400
Q99PD6,TGFI1_RAT,Transforming growth factor beta-1-induced transcript 1 protein,Tgfb1i1,16914900,18297000,17200200,16414700,28608600,14095100,17643700,13704400,29787800,28149900
Q99PF5,FUBP2_RAT,Far upstream element-binding protein 2,Khsrp,75772600,89737200,50366500,44240300,58461000,81208500,91515500,77050600,57306300,65184100
Q99PK0,SYF1_RAT,Pre-mRNA-splicing factor SYF1,Xab2,5825940,11405100,14458900,,14838600,11325000,18051000,12678500,7976440,15380200
Q99PM1,TOX4_RAT,TOX high mobility group box family member 4,Tox4,,,,,,650834,725613,488115,485544,
Q99PR0,POMT1_RAT,Protein O-mannosyl-transferase 1,Pomt1,2700800,2970020,2439740,2905150,2951550,2557280,3189760,2830450,3526750,3746090
Q99PS8,HRG_RAT,Histidine-rich glycoprotein,Hrg,1907910,3949330,69873200,102134000,52703400,2236530,6612630,,92440500,99630400
Q99PV2,Q99PV2_RAT,Syntaxin binding protein 3,Stxbp3,83919900,77013200,64209600,60867500,67360400,72399600,67354000,69777300,58141000,76924900
Q99PV3,MKLN1_RAT,Muskelin,Mkln1,14912200,25416200,9661620,12789100,10764100,8348200,9441350,8873880,5863440,7008120
Q99PW3,NEUR1_RAT,Sialidase-1,Neu1,6959690,8031490,6106230,6587090,5106800,6285980,7317310,8582000,4038380,5226160
Q99PW5,NEUR3_RAT,Sialidase-3,Neu3,43487300,38500200,50208100,39558600,41005300,26405200,36849300,35744200,19655400,30760700
Q9EP80,PICK1_RAT,PRKCA-binding protein,Pick1,10679100,11225700,8960990,10274000,10746900,12840600,14648400,15605300,18136900,16084100
Q9EPA0,DRP2_RAT,Dystrophin-related protein 2,Drp2,10784100,26488400,9798810,8591880,15941500,8736110,8877740,10043800,9964240,8502860
Q9EPB1,DPP2_RAT,Dipeptidyl peptidase 2,Dpp7,58966300,59079600,47829700,38324000,40537500,47288100,63120100,59443100,19560700,33114500
Q9EPC6,PROF2_RAT,Profilin-2,Pfn2,513096000,585384000,462156000,321310000,347033000,456323000,491864000,538479000,191574000,299874000
Q9EPF2,MUC18_RAT,Cell surface glycoprotein MUC18,Mcam,40465700,44825500,46366200,37838700,39626900,45026600,44245300,42572500,46780800,51915100
Q9EPH2,MRP_RAT,MARCKS-related protein,Marcksl1,34644900,15370600,27878600,14108700,17537900,26877600,21894200,22592200,10100300,20204400
Q9EPH8,PABP1_RAT,Polyadenylate-binding protein 1,Pabpc1,149312000,167497000,112144000,109107000,121415000,175298000,191471000,169756000,182262000,185244000
Q9EPJ0,NUCKS_RAT,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,Nucks1,15695200,22047100,10668200,6097980,9956980,8766990,14737400,11902500,2232000,2500840
Q9EPJ3,RT26_RAT,Small ribosomal subunit protein mS26,Mrps26,5929100,6431550,5653830,5496450,5329000,9641630,12488000,10673800,11809900,12858400
Q9EPV5,APAF_RAT,Apoptotic protease-activating factor 1,Apaf1,2479240,2369810,2211080,2517920,2657500,2888120,4042240,2288720,3811060,3306580
Q9EPX0,HSPB8_RAT,Heat shock protein beta-8,Hspb8,27224600,20558500,22983500,15217400,21257900,27885500,32874600,38447600,42652600,56347500
Q9EPX4,P2Y12_RAT,P2Y purinoceptor 12,P2ry12,5025180,6127500,2791350,4506810,3751830,4966680,6244950,5116860,4406040,4004180
Q9EPZ7,SO1C1_RAT,Solute carrier organic anion transporter family member 1C1,Slco1c1,2724520,4011880,2070440,2883020,2394900,2192380,3439900,3509410,2012520,3127460
Q9EQ76,FMO3_RAT,Flavin-containing monooxygenase 3,Fmo3,17757100,10659400,,4947050,,16264400,14217400,,11315700,26099200
Q9EQG6,KDIS_RAT,Kinase D-interacting substrate of 220 kDa,Kidins220,74867100,82390500,77566300,81480000,74780900,71202600,86420100,76850000,94109600,88983600
Q9EQH1,GAB2_RAT,GRB2-associated-binding protein 2,Gab2,192094,237632,126268,122751,,343237,235721,340848,,111570
Q9EQH5,CTBP2_RAT,C-terminal-binding protein 2,Ctbp2,46960200,58738600,29908600,24090900,39659200,42564100,53470000,41835300,42989800,59868100
Q9EQN5,SMBP2_RAT,DNA-binding protein SMUBP-2,Ighmbp2,7149470,7728460,3789860,6446830,6589480,6972560,8464370,8465830,8745310,6055710
Q9EQP5,PRELP_RAT,Prolargin,Prelp,432466000,212152000,200568000,169084000,297730000,541246000,400240000,176013000,469475000,741315000
Q9EQR2,ADAS_RAT,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps,54899600,51136200,60381200,47014100,48435900,59335500,73752400,74537000,67514800,74368600
Q9EQS0,TALDO_RAT,Transaldolase,Taldo1,201919000,216558000,112439000,95116700,125085000,197638000,198768000,234054000,67089200,115726000
Q9EQS5,SC5D_RAT,Lathosterol oxidase,Sc5d,16058100,12829900,16209000,13179600,14253200,12123600,12433800,13535900,12306900,13390500
Q9EQT5,TINAL_RAT,Tubulointerstitial nephritis antigen-like,Tinagl1,15626300,18445600,12255400,14748700,22010500,11333000,12620800,11847700,18391100,11661200
Q9EQV6,TPP1_RAT,Tripeptidyl-peptidase 1,Tpp1,30864700,35920900,32244300,27426700,26266000,53114500,73129000,61838500,56656900,75772500
Q9EQV8,CBPN_RAT,Carboxypeptidase N catalytic chain,Cpn1,,,,4738990,,,,,4410900,4055550
Q9EQV9,CBPB2_RAT,Carboxypeptidase B2,Cpb2,,,24893000,37988800,19423600,,,,37498800,38881400
Q9EQX9,UBE2N_RAT,Ubiquitin-conjugating enzyme E2 N,Ube2n,592100000,711181000,561288000,429098000,523846000,543499000,554106000,598843000,491311000,594885000
Q9EQY6,PIGM_RAT,"GPI alpha-1,4-mannosyltransferase I, catalytic subunit",Pigm,3170130,3190020,2930030,3433370,2897530,2381530,2346730,2063060,2619510,2158200
Q9EQZ1,T22D3_RAT,TSC22 domain family protein 3,Tsc22d3,,,3883750,7526080,,4368190,,,6215890,7658550
Q9ER24,ATX10_RAT,Ataxin-10,Atxn10,45898300,46139700,37308200,31160100,37141500,48889900,54509600,57407100,35673900,50804200
Q9ER34,ACON_RAT,"Aconitate hydratase, mitochondrial",Aco2,1145100000,1257440000,797335000,832264000,697548000,1035150000,1148640000,1097290000,461794000,664116000
Q9ERB4,CSPG2_RAT,Versican core protein,Vcan,290191000,286342000,223084000,244297000,224420000,309170000,356285000,324967000,223050000,277851000
Q9ERE4,GOLP3_RAT,Golgi phosphoprotein 3,Golph3,9688740,13445100,10881900,8897710,8843760,10492100,14431900,12631000,12569300,14499800
Q9ERE6,MPRIP_RAT,Myosin phosphatase Rho-interacting protein,Mprip,16036600,13514700,8206800,12602000,9133230,33384000,29789000,29932100,12490400,10715400
Q9ERH3,WDR7_RAT,WD repeat-containing protein 7,Wdr7,86485700,92289300,70895100,88229000,78126100,90417600,120248000,103145000,101522000,107239000
Q9ERL1,Q9ERL1_RAT,NADPH oxidase 2,Cybb,,4608200,13833500,7060250,10341000,4648440,8131610,3429920,20999700,19932400
Q9ERQ6,CSPG5_RAT,Chondroitin sulfate proteoglycan 5,Cspg5,457357,461169,564937,,263849,264451,846841,408271,444286,524937
Q9ERR2,COMD5_RAT,COMM domain-containing protein 5,Commd5,18987100,18608300,19553000,14896700,16449100,15537000,18547500,18583600,13159400,16594700
Q9ES21,SAC1_RAT,Phosphatidylinositol-3-phosphatase SAC1,Sacm1l,794879000,242263000,912853000,1237160000,607905000,674259000,411045000,509332000,269712000,1316540000
Q9ES40,PRAF3_RAT,PRA1 family protein 3,Arl6ip5,169801000,172974000,160262000,158191000,163489000,137892000,149299000,148264000,184885000,205603000
Q9ES53,UFD1_RAT,Ubiquitin recognition factor in ER-associated degradation protein 1,Ufd1,34130000,35469100,28003500,23470400,27511200,36159600,40934400,39538800,20834000,33037700
Q9ES54,NPL4_RAT,Nuclear protein localization protein 4 homolog,Nploc4,22606200,25461100,20120100,14868200,19154100,21344000,25263700,24907300,16503200,21995900
Q9ES67,ARHGB_RAT,Rho guanine nucleotide exchange factor 11,Arhgef11,51081200,59492700,40902800,41222700,43802400,50554200,57445600,56153000,49896000,46912900
Q9ES71,GNPAT_RAT,Dihydroxyacetone phosphate acyltransferase,Gnpat,56802800,54784500,61463900,62636000,58847700,62802400,80753600,70403800,69059500,77543800
Q9ES72,CCN1_RAT,CCN family member 1,Ccn1,,,,4844460,2766790,,,,5575960,6139240
Q9ES73,MAGD1_RAT,Melanoma-associated antigen D1,Maged1,10996500,13374000,7585380,10732600,11440000,14076300,12212100,12997600,9752680,17315500
Q9ESB5,NECA1_RAT,N-terminal EF-hand calcium-binding protein 1,Necab1,2780050,2987070,3592400,1673120,2401230,3025810,4518360,3597890,1862140,2620730
Q9ESH6,GLRX1_RAT,Glutaredoxin-1,Glrx,51424300,62089700,31207600,23583700,30505500,51613500,50890400,50415900,34809200,40659600
Q9ESI7,DCX_RAT,Neuronal migration protein doublecortin,Dcx,72632200,74657600,66923300,53040200,63739600,57038800,76560200,70133700,36023500,53517700
Q9ESM0,IP6K1_RAT,Inositol hexakisphosphate kinase 1,Ip6k1,13755000,15004100,10737200,11855800,12247700,13895200,17719100,15385900,15239100,16321800
Q9ESM2,HPLN2_RAT,Hyaluronan and proteoglycan link protein 2,Hapln2,220455000,257254000,197390000,223336000,196789000,231218000,249705000,291941000,181434000,212117000
Q9ESN0,NIBA1_RAT,Protein Niban 1,Niban1,62990000,74627400,75220100,57247900,79809800,68901500,74275200,60778400,53997400,81007400
Q9ESP7,ATS4_RAT,A disintegrin and metalloproteinase with thrombospondin motifs 4 (Fragment),Adamts4,5246780,5344620,9218910,9629020,10904500,4852250,7154980,7210280,12231600,16247500
Q9ESQ5,TRPM4_RAT,Transient receptor potential cation channel subfamily M member 4,Trpm4,,1186060,578066,,,,922157,1034520,951732,1094130
Q9ESR9,ABCA2_RAT,ATP-binding cassette sub-family A member 2,Abca2,85434000,83760100,75080400,73916400,70172400,86037800,99140600,96590700,85375800,84709100
Q9ESS6,BCAM_RAT,Basal cell adhesion molecule,Bcam,112039000,124853000,47974000,41451100,59762600,91465700,116664000,93494800,51564100,59718400
Q9EST6,AN32B_RAT,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Anp32b,54221400,65093900,38176800,32128700,42188800,41580800,50624700,52865700,39667900,45412800
Q9ESV1,LUZP1_RAT,Leucine zipper protein 1,Luzp1,22018600,34298500,16362900,13551600,12287500,18445400,19296100,18312900,19533900,15081900
Q9ESW0,DDB1_RAT,DNA damage-binding protein 1,Ddb1,67338600,74480400,57659500,58313700,60989600,206201000,223006000,218431000,138196000,167568000
Q9ESZ0,XRCC1_RAT,DNA repair protein XRCC1,Xrcc1,2590090,3669140,,,,2163580,1170970,,1765980,
Q9ET20,SCAM4_RAT,Secretory carrier-associated membrane protein 4,Scamp4,20892700,22957900,19707500,22818100,24881800,22066000,25121000,21375200,25446500,24013900
Q9ET45,Q9ET45_RAT,BCL2 interacting protein 3,Bnip3,624411,487410,384072,321097,319975,974295,1033840,,,886910
Q9ET50,Q9ET50_RAT,Double-stranded RNA-binding protein Staufen homolog 1,Stau1,14107900,11400800,7081820,10776000,10685200,7396650,15124300,12215100,12075400,12152400
Q9ET61,C1QR1_RAT,Complement component C1q receptor,Cd93,5545650,3130960,7277210,5417430,7592930,3482090,3346890,2924520,7579280,8228500
Q9ET64,NSMA_RAT,Sphingomyelin phosphodiesterase 2,Smpd2,7273750,5952930,6855610,4599750,5718620,4982130,5199830,5079780,5350210,5641510
Q9HB97,PARVA_RAT,Alpha-parvin,Parva,83062700,110183000,80252100,57363600,95834200,73860100,75805000,70482300,65044900,93204400
Q9JHB5,TSNAX_RAT,Translin-associated protein X,Tsnax,89533400,107631000,65600400,53661600,65717400,83227100,87441200,81414400,56272700,67928700
Q9JHE5,S38A2_RAT,Sodium-coupled neutral amino acid symporter 2,Slc38a2,11528000,14393600,10505700,12972900,9668690,9045980,10616200,7978050,13026200,12380800
Q9JHE8,NINJ2_RAT,Ninjurin-2,Ninj2,85118100,80705200,92438500,104116000,116981000,87516200,99487700,92720700,117380000,92472900
Q9JHF3,PTGES_RAT,Prostaglandin E synthase,Ptges,20718000,,55581400,66617300,86428800,,,,48620100,61478800
Q9JHG3,APJ_RAT,Apelin receptor,Aplnr,,759472,1033010,417753,805853,,693221,862315,524393,910438
Q9JHK1,Q9JHK1_RAT,Caspase-9,Casp9,1938490,1781020,1065980,886218,1151610,1068060,988332,1048340,,825557
Q9JHL4,DBNL_RAT,Drebrin-like protein,Dbnl,64550200,66572100,48668700,40671700,42488500,72106100,80382400,75952900,39779200,50222100
Q9JHU0,DPYL5_RAT,Dihydropyrimidinase-related protein 5,Dpysl5,1184960000,1238470000,778352000,613974000,719650000,1338780000,1398740000,1431170000,400460000,568071000
Q9JHU5,ARFP1_RAT,Arfaptin-1,Arfip1,64391100,2252540000,39618300,26777600,36685400,18736200,28302400,26053700,26091700,29489200
Q9JHU6,STMN3_RAT,Stathmin-3,Stmn3,24859200,20327900,40572600,34897100,22019600,20908300,19281500,21634700,37812300,29503400
Q9JHW0,PSB7_RAT,Proteasome subunit beta type-7,Psmb7,730255000,562524000,451559000,291404000,324077000,354229000,389731000,357455000,204473000,194743000
Q9JHW1,CBPD_RAT,Carboxypeptidase D,Cpd,62724500,59678400,62079500,53122100,52894700,52169600,62057200,61398300,53102300,56395000
Q9JHW5,VAMP7_RAT,Vesicle-associated membrane protein 7,Vamp7,39575100,40409600,43765000,43970900,38688300,33672100,39861300,37314000,45998400,51568800
Q9JHX4,CASP8_RAT,Caspase-8,Casp8,1681120,1360760,,,,1283000,1905180,1685160,2886360,4686390
Q9JHY2,SFXN3_RAT,Sideroflexin-3,Sfxn3,239899000,256601000,146337000,206052000,195213000,187461000,200042000,188397000,287736000,227110000
Q9JHZ4,GRAP1_RAT,GRIP1-associated protein 1,Gripap1,34611500,36251000,26999200,31890500,34462600,29578700,28994300,36216600,24882300,47850200
Q9JHZ9,S38A3_RAT,Sodium-coupled neutral amino acid transporter 3,Slc38a3,31057700,36297100,36560700,43741000,41670200,31081400,33866300,35267700,47949600,45903300
Q9JI12,VGLU2_RAT,Vesicular glutamate transporter 2,Slc17a6,165561000,184540000,175693000,167173000,130969000,129257000,160055000,136032000,130913000,163575000
Q9JI15,CK2N1_RAT,Calcium/calmodulin-dependent protein kinase II inhibitor 1,Camk2n1,5123240,4680660,3265430,,,,,2917800,,
Q9JI51,VTI1A_RAT,Vesicle transport through interaction with t-SNAREs homolog 1A,Vti1a,42196000,38095500,32054200,27750500,26182700,32026000,25082700,23858300,28690600,29787000
Q9JI66,S4A4_RAT,Electrogenic sodium bicarbonate cotransporter 1,Slc4a4,774022000,825761000,543273000,891254000,828041000,938577000,1025560000,935067000,1208840000,1129060000
Q9JI85,NUCB2_RAT,Nucleobindin-2,Nucb2,16628800,13224300,15191300,11171800,12724900,14654400,14200300,9656550,11048100,13029900
Q9JI92,SDCB1_RAT,Syntenin-1,Sdcbp,30632400,34324900,31830500,24620600,33573300,29438700,31247400,30579800,27071500,35023000
Q9JID1,PDCD4_RAT,Programmed cell death protein 4,Pdcd4,4703330,4937700,,,2072670,5771130,7123600,4803610,2448610,3590300
Q9JID2,GNA11_RAT,Guanine nucleotide-binding protein subunit alpha-11,Gna11,39736000,42618000,40684600,32655400,34709500,35884400,34920500,39023400,33160500,36090700
Q9JIH7,WNK1_RAT,Serine/threonine-protein kinase WNK1,Wnk1,92557200,100437000,77775700,67414800,77200800,91430800,105731000,100960000,81297700,93470300
Q9JIL3,ILF3_RAT,Interleukin enhancer-binding factor 3,Ilf3,60612700,70517100,45407300,39328800,42735800,54687200,60707700,52394700,44719800,54242400
Q9JIL8,RAD50_RAT,DNA repair protein RAD50,Rad50,4767510,7695440,3986610,5104750,4715320,18602100,15309700,11058700,12763200,5509470
Q9JIL9,NBN_RAT,Nibrin,Nbn,1141770,1452660,685074,820089,723730,1174400,1639950,1443610,737814,953070
Q9JIM0,MRE11_RAT,Double-strand break repair protein MRE11,Mre11,7649390,7941790,5519740,5817010,6494400,5950910,6600580,5746730,6801950,7607160
Q9JIM4,DUS12_RAT,Dual specificity protein phosphatase 12,Dusp12,4946440,16666500,3574480,3127670,5490040,4457970,34942500,9990770,3039760,3831560
Q9JIR1,RIMB2_RAT,RIMS-binding protein 2,Rimbp2,799100,1091030,823379,850438,676952,866583,1285830,1018530,576988,819277
Q9JIR3,RIMS3_RAT,Regulating synaptic membrane exocytosis protein 3,Rims3,15931300,23405700,,,8237940,17719600,22804700,17676000,,
Q9JIR4,RIMS1_RAT,Regulating synaptic membrane exocytosis protein 1,Rims1,32051400,34731100,18957500,26768700,21393600,31375500,36819600,26304900,25586400,22144400
Q9JIS1,RIMS2_RAT,Regulating synaptic membrane exocytosis protein 2,Rims2,7768360,32863600,63107700,110093000,81508300,42158900,126870000,48688200,71982700,2730980
Q9JIT3,TLE3_RAT,Transducin-like enhancer protein 3,Tle3,30942600,35543500,,,,27142200,32367300,27106300,,
Q9JIX3,FHIT_RAT,Bis(5'-adenosyl)-triphosphatase,Fhit,35866800,43591300,29440400,27643700,30366300,47719500,39396700,46897200,8700720,18398600
Q9JJ19,NHRF1_RAT,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Nherf1,35264200,30500800,22481000,14286900,16573700,34344400,31785800,32738200,17435100,27451700
