Q66HD0,Endoplasmin [OS=Rattus norvegicus],469072375.3,410708399,440339051.3,364309523.1,373136578.4,373589488.2,373054427.6
P50475,"Alanine--tRNA ligase, cytoplasmic [OS=Rattus norvegicus]",302974789.6,303532973.9,309026799.5,340062645.9,293342539.7,253723473.4,306992962.7
O35303,Dynamin-1-like protein [OS=Rattus norvegicus],345827127.5,372049355.8,305288401,419816020.1,288653217.6,285342669,323037796
P06238,Alpha-2-macroglobulin [OS=Rattus norvegicus],140257769.7,106034474.9,275066431.9,54185523.34,94953836.35,93762405.87,92988628.48
P63259,"Actin, cytoplasmic 2 [OS=Rattus norvegicus]",200344456.1,164127329.8,182372893.4,183158026.4,137425779,107555158.4,151779578.4
P60711,"Actin, cytoplasmic 1 [OS=Rattus norvegicus]",6564403614,6172400108,6318013489,5438925970,6225824134,6873842060,6428369358
O08662,Phosphatidylinositol 4-kinase alpha [OS=Rattus norvegicus],67660234.54,77440046.91,58005000.59,103019960.3,69990282.91,82357561.74,91237149.97
Q2PQA9,Kinesin-1 heavy chain [OS=Rattus norvegicus],200038263.8,231565115.4,224875143.1,228635455.1,240127405.9,240287609.3,222517268.1
P18484,AP-2 complex subunit alpha-2 [OS=Rattus norvegicus],511966474.5,440849377.1,448397648.8,488974212.5,477038963.2,338158370.8,381335535.3
P97685,Neurofascin [OS=Rattus norvegicus],362890395.7,344685290.9,288613328.5,350457749.2,240548232.2,276048800.6,301069866.1
P48037,Annexin A6 [OS=Rattus norvegicus],1128872710,1010952818,1258508774,1139041935,987129118.8,979778679.8,1163694682
P04797,Glyceraldehyde-3-phosphate dehydrogenase [OS=Rattus norvegicus],4230909641,4064483360,4285241982,4919085535,4037235196,3648670222,4305788939
P23565,Alpha-internexin [OS=Rattus norvegicus],1871223158,1847780184,1548780482,2026330331,1928000596,1665638439,2217105791
P13233,"2',3'-cyclic-nucleotide 3'-phosphodiesterase [OS=Rattus norvegicus]",9037997812,9332812003,9560933161,9611124189,9705049485,10162070289,11306198374
Q64578,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 [OS=Rattus norvegicus],128953815.4,328492629.1,108917377.4,2837606.875,340423553.7,99638344.56,6352690.724
Q01177,Plasminogen [OS=Rattus norvegicus],125151750.4,79596979.92,352676516.4,3334028.375,289191263.3,323304742.9,17412750.91
P62815,"V-type proton ATPase subunit B, brain isoform [OS=Rattus norvegicus]",550624706.1,436807080.2,511117318.2,564779705.5,429042133.3,361722574.5,452309644.7
Q66HF1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial [OS=Rattus norvegicus]",599464654.7,568744806,491507912.6,570133955.3,518148122.2,443810031.4,538371278.6
Q9JLA3,UDP-glucose:glycoprotein glucosyltransferase 1 [OS=Rattus norvegicus],86658465.78,65726763.61,80571588.96,68043720.03,69375336.75,69655704.99,63740713.79
P21807,Peripherin [OS=Rattus norvegicus],549946534.5,578577508.1,416130504.2,601983768.5,401411194.8,440811213.5,495138861.1
P52303,AP-1 complex subunit beta-1 [OS=Rattus norvegicus],131164597.5,128454227.3,127845573.6,137901678.8,118675766.5,105590908.4,132011792.6
Q80U96,Exportin-1 [OS=Rattus norvegicus],117205353.4,113744032.4,111796616.4,125215462,100698464.9,77780458.53,105058023.4
P97526,Neurofibromin [OS=Rattus norvegicus],72623159.15,77298556.7,60937951.4,94580380.97,65260630.95,73527047.08,70807702.35
P56536,Kinesin heavy chain isoform 5C [OS=Rattus norvegicus],87311701.53,91025777.15,97353433.95,88589370.11,88364549.23,96697391.11,86806953.54
P10860,"Glutamate dehydrogenase 1, mitochondrial [OS=Rattus norvegicus]",1697059759,1755721033,1635225393,2087371415,1450404774,1482618300,1873831199
Q63862,Myosin-11 [OS=Rattus norvegicus],24771611.19,21986318.53,41813220.57,17159233.38,44993204.17,36900655.69,13869853.82
A0A0G2K2P5,Tight junction protein ZO-1 [OS=Rattus norvegicus],53314390.33,62857526.53,52509314.07,60573161.72,56182019.95,55118444.89,68176301.08
Q9Z1X1,Extended synaptotagmin-1 [OS=Rattus norvegicus],137136525,134597706.5,154480533,132947209,131544340.1,127654448.2,120886956.1
P09117,Fructose-bisphosphate aldolase C [OS=Rattus norvegicus],2524602885,2517957816,2141295314,2634969205,2322118761,2325993885,2624295966
Q5XIM9,T-complex protein 1 subunit beta [OS=Rattus norvegicus],334111465.2,291718552,275412933.1,301205360.1,252627603.8,244208187.4,291270246.4
Q63598,Plastin-3 [OS=Rattus norvegicus],275600334.7,235252009.7,230273644.5,234186478.6,199588871.9,197710385.5,246287645.6
P42212,Green fluorescent protein [OS=Aequorea victoria],8233457726,8408847998,9613368787,7989182872,10562297668,10516504114,11828295739
O35567,Bifunctional purine biosynthesis protein ATIC [OS=Rattus norvegicus],242678551.7,192776498,229978211.2,204755052.7,196740319.1,157967021.1,208099765.4
Q62688,Inactive phospholipase C-like protein 1 [OS=Rattus norvegicus],95574426.59,106660846.9,96889345.09,101410795.4,96392322.4,85239187.18,114902052.7
P13697,NADP-dependent malic enzyme [OS=Rattus norvegicus],267646290.1,258843209.1,265622296.4,289760986.4,233998793.9,205617571.6,289508224.4
P15999,"ATP synthase subunit alpha, mitochondrial [OS=Rattus norvegicus]",3589012477,3316363060,3567873976,3663760229,3202916171,3164015909,3198547360
Q9JHU0,Dihydropyrimidinase-related protein 5 [OS=Rattus norvegicus],561410789.4,576870778.7,524894232.7,603899162.5,535789250,556309266.3,697211476.4
Q4FZT9,26S proteasome non-ATPase regulatory subunit 2 [OS=Rattus norvegicus],145645866.6,143954608.9,153689679.8,148733246.9,142211285,130003881,130142810.3
P09951,Synapsin-1 [OS=Rattus norvegicus],428623828,419862641.9,296701489.3,481472384.7,269314433.5,256551927.1,387693965.2
P07323,Gamma-enolase [OS=Rattus norvegicus],1549573178,1513577173,1150810499,1933112830,1425565181,1313784652,1623721972
P04764,Alpha-enolase [OS=Rattus norvegicus],2617395692,2411944285,2185086313,2334568516,2228095868,2081011038,2392200537
P39052,Dynamin-2 [OS=Rattus norvegicus],84856308.47,66213057.96,69392086.48,81397792.38,58238469.14,47895895.38,55985617.2
F1LX07,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial [OS=Rattus norvegicus]",530243423.6,479489881.5,490463405.5,572482323.9,462809625.2,430859982.9,456310020.3
O88761,26S proteasome non-ATPase regulatory subunit 1 [OS=Rattus norvegicus],125983147.2,123269231.2,133925224.6,118201662.8,110517546.6,104291089.2,101005259.9
P55161,Nck-associated protein 1 [OS=Rattus norvegicus],130454035.9,127754913.1,113312286.8,130799184.4,100663630,110793650.4,117168517.6
P52296,Importin subunit beta-1 [OS=Rattus norvegicus],243376119.1,233229984.1,267979076.3,270848708.9,237197208.8,205231894.1,231095084.1
Q920L2,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [OS=Rattus norvegicus]",438789628.7,416991972.7,413715631.3,448550800.4,375502683.1,459626505.5,391713309.5
Q66X93,Staphylococcal nuclease domain-containing protein 1 [OS=Rattus norvegicus],134945963.5,129983011.3,127582235.3,120260620.7,106168678.7,94701879.07,107555291.6
Q8R491,EH domain-containing protein 3 [OS=Rattus norvegicus],192223883.3,159002004.8,177711777,182572679.9,148822034,125578720,153474578.5
Q9JI66,Electrogenic sodium bicarbonate cotransporter 1 [OS=Rattus norvegicus],913251356,982425935.7,833054422.1,1026185417,675932556.8,653212976.5,836272684.6
P68136,"Actin, alpha skeletal muscle [OS=Rattus norvegicus]",840186817.3,1337824180,614403435.1,245157002.3,1150602927,655031610.9,300724450.9
Q9Z1A6,Vigilin [OS=Rattus norvegicus],98184018.48,101190359.7,83431735.53,92285159.22,85549758.01,84585952.63,93034594.26
Q924N5,Long-chain-fatty-acid--CoA ligase ACSBG1 [OS=Rattus norvegicus],233800141.8,239874856.3,154314435.5,277053672.8,153026381.5,143769909.2,229116619
Q641Y8,ATP-dependent RNA helicase DDX1 [OS=Rattus norvegicus],153597887.7,171483565.8,150639709.6,185435210.9,169201839.4,147447545.8,171594218.5
Q924S5,"Lon protease homolog, mitochondrial [OS=Rattus norvegicus]",98638214.04,102359128.4,76691586.59,102412915.9,61985288.82,61824479.42,74477222.08
P62738,"Actin, aortic smooth muscle [OS=Rattus norvegicus]",7175327.922,13745399.1,16851945.43,10025551.22,13038188.65,8692765.758,5275720.245
Q68FP1,Gelsolin [OS=Rattus norvegicus],539513468.1,528265773.9,548975305.3,347725679.8,567000664.7,520217322.5,482081121.1
Q6P6V0,Glucose-6-phosphate isomerase [OS=Rattus norvegicus],912059822.8,875604989.3,921000295.4,1003460438,923533744.8,817110221,961657266.8
Q64542,Plasma membrane calcium-transporting ATPase 4 [OS=Rattus norvegicus],46122163.28,65362187.21,46353332.71,61277235.56,37512716.57,35770821.98,44687582.07
Q7TMA5,Apolipoprotein B-100 [OS=Rattus norvegicus],17893096.26,11107734.55,63830940.13,6544473.906,29586271.6,40856485.96,18420271.96
Q1JU68,Eukaryotic translation initiation factor 3 subunit A [OS=Rattus norvegicus],149644120.8,134153456.3,128344364,131187513.3,117370643.1,134041668.3,107565226.1
Q3KR86,MICOS complex subunit Mic60 [OS=Rattus norvegicus],384429257.4,373609106.9,331224530.5,417197328.9,290251507.5,319509635.2,310925540.4
Q62950,Dihydropyrimidinase-related protein 1 [OS=Rattus norvegicus],170407070,168336848,138342523.7,218140825.1,121155789.2,123964323.6,160785478.4
Q5XIN6,Mitochondrial proton/calcium exchanger protein [OS=Rattus norvegicus],165459747.9,152909818.6,150943603.1,177000931.8,122288721.8,113702245.5,133571924.2
Q9WVE9,Intersectin-1 [OS=Rattus norvegicus],52598578.05,48079204.89,39604911.08,53395319.47,38037168.34,36959158.29,46296533.39
P05065,Fructose-bisphosphate aldolase A [OS=Rattus norvegicus],1233957962,1209126867,1165567925,1276476525,1339913357,1616424484,1270531592
Q5RJQ4,NAD-dependent protein deacetylase sirtuin-2 [OS=Rattus norvegicus],808328872.8,853496943.1,698263504.3,991191360.8,704296072.1,682875298.3,749995828.2
Q9WTP0,Band 4.1-like protein 1 [OS=Rattus norvegicus],159103043.7,179377756.3,129990111.6,198636755.8,123894829.1,153288601.6,197902193
Q63537,Synapsin-2 [OS=Rattus norvegicus],361814054,310136899.7,260245702.9,464769414.8,289439922.6,223707220.5,336573106.2
P97846,Contactin-associated protein 1 [OS=Rattus norvegicus],103002844.8,108996429.4,110422707.7,105063403.3,91516329.59,83572886.61,76359864.99
Q64428,"Trifunctional enzyme subunit alpha, mitochondrial [OS=Rattus norvegicus]",526366279.1,494517898.4,423135380.1,561414225,402632638.2,422637111.5,450362216.9
Q6P502,T-complex protein 1 subunit gamma [OS=Rattus norvegicus],255023297.3,244512270,234226830.9,260383601.6,240859799,207900993.8,257582039.9
P81128,Rho GTPase-activating protein 35 [OS=Rattus norvegicus],35586699.32,38144890.33,31261411.35,43433548.81,27733222.4,23096076.48,38339571.23
P48679,Prelamin-A/C [OS=Rattus norvegicus],256731691.8,257692412.8,239603799.8,233030867.2,277240177.4,311817868,177311693.8
P47858,"ATP-dependent 6-phosphofructokinase, muscle type [OS=Rattus norvegicus]",424061791.9,515747111,386462852,482545578.5,394065557.5,320698604.3,449740324.2
B5DFN2,S-adenosylhomocysteine hydrolase-like protein 1 [OS=Rattus norvegicus],766119390.8,764332432.8,549769870.7,771302185.1,545601859.5,612671896.8,710841319.2
Q9QZA2,Programmed cell death 6-interacting protein [OS=Rattus norvegicus],192810570.9,185934340.5,181699019,208162272.6,178839086.7,179132600.3,193781527
Q63560,Microtubule-associated protein 6 [OS=Rattus norvegicus],217742446.5,260251429.3,114936932,307749738.8,134810265.7,154013320.5,285691325
P13635,Ceruloplasmin [OS=Rattus norvegicus],183292529.7,145479231.6,286266682.7,83104884.25,212414449.8,212431524.1,97627269.04
Q5HZA6,Prolyl endopeptidase-like [OS=Rattus norvegicus],69658453.03,80360281.1,58830628.57,85877345.22,49975274.99,42565904.25,72952887.8
P13596,Neural cell adhesion molecule 1 [OS=Rattus norvegicus],649365949.3,741049163.6,636515235.5,695706261.2,597889993.5,769030075.4,706096247.2
