Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat47,Intensity Rat48,Intensity Rat49,Intensity Rat50,Intensity Rat51,Intensity Rat52,Intensity Rat53,Intensity Rat54,Intensity Rat55,Intensity Rat56
Q641Y7,NUD18_RAT,8-oxo-dGDP phosphatase NUDT18,Nudt18,8300300,7972620,8587020,9989800,9656300,7031450,9405600,8011920,9140790,8609010
Q641Y8,DDX1_RAT,ATP-dependent RNA helicase DDX1,Ddx1,228459000,236911000,249068000,248539000,234375000,166515000,239256000,187400000,218502000,207921000
Q641Z2,PTN9_RAT,Tyrosine-protein phosphatase non-receptor type 9,Ptpn9,377733000,369832000,337863000,384322000,380618000,63174600,323655000,272049000,285768000,314346000
Q641Z4,CDK9_RAT,Cyclin-dependent kinase 9,Cdk9,3186700,2853340,2269810,2517680,2290580,2321400,2511230,2206000,1960720,2221230
Q641Z5,CHAC2_RAT,Putative glutathione-specific gamma-glutamylcyclotransferase 2,Chac2,2304090,2062810,2232070,1673530,1136230,,1271780,2263990,1665640,1024310
Q641Z6,EHD1_RAT,EH domain-containing protein 1,Ehd1,91215000,93868700,96807300,102279000,103617000,72988700,94378700,78867100,89337500,85268100
Q641Z8,PEF1_RAT,Peflin,Pef1,54952700,65742300,57999700,75067200,75666000,25454000,66509300,36950900,61654400,47701300
Q641Z9,Q641Z9_RAT,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Sdhc,29179200,29303500,31287200,38205000,35671400,45339300,40228100,32891200,32249300,29719700
Q64230,MEP1A_RAT,Meprin A subunit alpha,Mep1a,4148200,,,,,,,,,
Q64232,TECR_RAT,Very-long-chain enoyl-CoA reductase,Tecr,67453100,80718100,80374100,80694500,78314500,59278900,82879900,77165500,77540500,71252900
Q64240,AMBP_RAT,Protein AMBP,Ambp,5798540,6225680,5501000,6708260,5416390,20242100,7472050,30949500,7958590,4373890
Q64244,CD38_RAT,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Cd38,40966900,44294100,36941800,39042000,39010200,35090900,46922800,36477400,38950200,44143900
Q64259,VHL_RAT,von Hippel-Lindau disease tumor suppressor,Vhl,4589610,4191740,3584370,3045480,3574840,2239210,3427100,3565080,4065430,3545400
Q64268,HEP2_RAT,Heparin cofactor 2,Serpind1,538252,,,,,6702900,,6189410,,
Q64270,EI2BA_RAT,Translation initiation factor eIF2B subunit alpha,Eif2b1,3969560,4248780,4373620,5396150,4639790,3746440,4779310,4984500,4697030,4358800
Q64273,KCNJ2_RAT,Inward rectifier potassium channel 2,Kcnj2,,17580000,18027100,17398300,16642700,12882300,18116400,,16796500,18566600
Q642A4,CH082_RAT,UPF0598 protein C8orf82 homolog,None,12728900,15653100,14464100,44330600,12838000,9941580,15778300,14035300,12219200,18118900
Q642A6,VWA1_RAT,von Willebrand factor A domain-containing protein 1,Vwa1,13741900,11756300,10395900,11491200,12929800,22735400,9915310,16263500,7320330,6076530
Q642B0,Q642B0_RAT,Glypican 4,Gpc4,2749260,2829290,3206690,4183600,3702040,3046160,3307110,2746110,3754310,2934850
Q642B5,Q642B5_RAT,"Armadillo repeat containing, X-linked 2",Armcx2,5181610,7107410,6719030,5767590,5053890,6547590,5173130,5792250,4778380,6304740
Q642B6,THAP4_RAT,Peroxynitrite isomerase THAP4,Thap4,,4707970,3910860,4855020,3068540,,3885580,,4235350,3389410
Q642C0,DNJC8_RAT,DnaJ homolog subfamily C member 8,Dnajc8,10658400,11786600,9620880,10344900,8060050,8369780,9871870,8004660,8596670,9753120
Q642G4,PEX14_RAT,Peroxisomal membrane protein PEX14,Pex14,17620700,18895600,17269500,18742800,16079700,11945800,15749900,13010400,16108600,16340600
Q64303,PAK2_RAT,Serine/threonine-protein kinase PAK 2,Pak2,91543200,96358500,92774700,99914300,104272000,66401900,91862300,76291200,91153000,91831000
Q64350,EI2BE_RAT,Translation initiation factor eIF2B subunit epsilon,Eif2b5,26775500,26466300,29835100,31554300,30324800,22560300,31676600,27226000,29281700,27365200
Q64361,LXN_RAT,Latexin,Lxn,156370000,174415000,140387000,141650000,125236000,118413000,152357000,117279000,147994000,146204000
Q64380,SARDH_RAT,"Sarcosine dehydrogenase, mitochondrial",Sardh,14233700,14232400,15238000,16564300,14950900,11296100,16552400,12093500,13768900,13426400
Q64428,ECHA_RAT,"Trifunctional enzyme subunit alpha, mitochondrial",Hadha,194936000,206417000,193029000,206005000,176048000,151402000,222544000,178969000,185368000,178399000
Q64536,PDK2_RAT,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Pdk2,36680200,37828700,38748300,40412000,36958800,22354100,38865000,32938200,34727300,35189600
Q64537,CPNS1_RAT,Calpain small subunit 1,Capns1,122678000,114583000,104298000,105549000,100176000,74092700,114698000,79607900,104751000,109007000
Q64542,AT2B4_RAT,Plasma membrane calcium-transporting ATPase 4,Atp2b4,47990100,51883100,44705100,44650000,40026700,36995100,49147600,36582500,43738300,36602100
Q64548,RTN1_RAT,Reticulon-1,Rtn1,190454000,183431000,156438000,162679000,187077000,139184000,155732000,143924000,172335000,166237000
Q64559,BACH_RAT,Cytosolic acyl coenzyme A thioester hydrolase,Acot7,668164000,683001000,723599000,781892000,784000000,565443000,766384000,622294000,729690000,735161000
Q64560,TPP2_RAT,Tripeptidyl-peptidase 2,Tpp2,77038200,80656500,86122700,89988700,84274300,63025700,92329700,75001000,81224500,76326600
Q64566,AT2C1_RAT,Calcium-transporting ATPase type 2C member 1,Atp2c1,8483590,8936260,8288140,7988060,8224340,6821970,8864660,7995750,8163390,7520220
Q64568,AT2B3_RAT,Plasma membrane calcium-transporting ATPase 3,Atp2b3,73856300,102811000,92043500,70529700,59591500,40158900,63539500,59760700,58429600,55734100
Q64578,AT2A1_RAT,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1,9145560,12509000,,2782790,5619670,12587000,2945740,1560060,4832110,
Q64591,DECR_RAT,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",Decr1,60184500,61963500,58889600,59643100,58632800,49589900,63599400,52204500,52942200,52314700
Q64602,AADAT_RAT,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Aadat,2867310,2566340,2846360,3029660,2374480,,3439200,1722710,1926810,2249630
Q64604,PTPRF_RAT,Receptor-type tyrosine-protein phosphatase F,Ptprf,15580500,14910100,14550600,13705100,14908400,8957650,15252700,13281500,13135700,11261700
Q64605,PTPRS_RAT,Receptor-type tyrosine-protein phosphatase S,Ptprs,10811000,12430200,10277900,11068900,11857400,8402110,10512800,8915320,11891600,9936120
Q64610,ENPP2_RAT,Autotaxin,Enpp2,9832700,9124530,12242900,10686900,13632700,8872420,12819500,13276800,12371000,11600700
Q64611,CSAD_RAT,Cysteine sulfinic acid decarboxylase,Csad,59713600,44908700,67841500,75089600,50625200,47004800,76887700,54653800,63914700,41588000
Q64617,KPCL_RAT,Protein kinase C eta type,Prkch,1484720,1458770,1950580,1560360,1408230,1222970,1968090,1086670,1384960,823829
Q64620,PPP6_RAT,Serine/threonine-protein phosphatase 6 catalytic subunit,Ppp6c,13272200,13062100,14025200,15529600,15216600,11380100,14958200,12315300,13534800,13376400
Q64632,ITB4_RAT,Integrin beta-4,Itgb4,18760800,25011500,17305100,22756100,25164400,19488800,22228100,15805900,15415700,12038300
Q64634,UD18_RAT,UDP-glucuronosyltransferase 1A8,Ugt1a8,824801,,,,,,,,,
Q64640,ADK_RAT,Adenosine kinase,Adk,124252000,124257000,134716000,153327000,145568000,100546000,146827000,124499000,133261000,128426000
Q64649,KPB1_RAT,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",Phka1,72099800,73690100,71432100,80212300,78493000,53998600,81912900,67462000,70417300,68231600
Q64654,CP51A_RAT,Lanosterol 14-alpha demethylase,Cyp51a1,19479200,21356200,20980400,18811000,17606800,15980200,18304300,19953500,18478200,18044300
Q64663,P2RX7_RAT,P2X purinoceptor 7,P2rx7,12177400,15155800,13468800,14161100,13033000,9436550,15462200,11874500,13192700,13027100
Q64680,CP2D4_RAT,Cytochrome P450 2D4,Cyp2d4,5260380,5526090,4886350,5497280,5319100,3341620,6102550,5513740,5408200,8901990
Q64LC9,RBM4B_RAT,RNA-binding protein 4B,Rbm4b,5133140,6323220,4925380,6078420,5426350,5536600,5969880,4842480,5770420,5555760
Q66H09,Q66H09_RAT,Tetratricopeptide repeat domain 1,Ttc1,89425000,80384200,83392900,88741700,80421000,71616200,87320700,70533500,79339200,85187800
Q66H12,NAGAB_RAT,Alpha-N-acetylgalactosaminidase,Naga,15241600,17036300,16671700,17359000,15704400,12116900,18053300,13040200,15960800,14693900
Q66H15,RMD3_RAT,Regulator of microtubule dynamics protein 3,Rmdn3,22924700,23751300,22997700,21315500,18890500,15747000,24040900,17666800,19468500,19764300
Q66H18,Q66H18_RAT,Synaptophysin-like 1,Sypl1,462957000,428968000,478015000,509819000,564791000,311335000,554099000,428282000,533366000,498251000
Q66H20,PTBP2_RAT,Polypyrimidine tract-binding protein 2,Ptbp2,11786500,24825300,22754800,14517300,15638400,65080600,19541300,9145810,20694200,17454700
Q66H21,CHPT1_RAT,Cholinephosphotransferase 1,Chpt1,11989900,9391180,9261020,11477400,9851270,8453550,13011500,9598070,10067100,9607930
Q66H39,ABCF3_RAT,ATP-binding cassette sub-family F member 3,Abcf3,41059500,39840100,40454400,43504400,41216600,33664800,41240100,37061100,38601400,40459200
Q66H42,LYPD1_RAT,Ly6/PLAUR domain-containing protein 1,Lypd1,5376130,5584790,4289160,4723740,4119230,4001940,5584810,4325040,4737150,4302900
Q66H43,BORC6_RAT,BLOC-1-related complex subunit 6,Borcs6,4664610,3176540,5082330,5505340,6085390,3036170,5156260,4070430,5252710,4878030
Q66H47,RM24_RAT,Large ribosomal subunit protein uL24m,Mrpl24,7217540,7142540,6941160,8119880,7554200,7829810,7037490,8107280,7067720,6507770
Q66H50,FACR1_RAT,Fatty acyl-CoA reductase 1,Far1,17742200,17556100,22361500,19002200,20594000,13428500,18383400,19440600,19244200,17296000
Q66H54,FHI1B_RAT,FHF complex subunit HOOK-interacting protein 1B,Fhip1b,301060,1151640,1425110,893459,621064,,1880670,367660,1216080,985314
Q66H58,INT14_RAT,Integrator complex subunit 14,Ints14,,,1026870,,702019,,,,,888721
Q66H59,NPL_RAT,N-acetylneuraminate lyase,Npl,6248640,5560080,5988760,7303950,7962800,4959140,8204190,5369780,6092470,5849040
Q66H61,SYQ_RAT,Glutamine--tRNA ligase,Qars1,83583400,85068500,87187900,91879600,91028600,61239200,92587800,76009700,87455000,80574600
Q66H62,CYLD_RAT,Ubiquitin carboxyl-terminal hydrolase CYLD,Cyld,25792900,21431000,21303400,22731400,21313000,14972100,22775000,17052300,21157600,20706600
Q66H63,GDAP2_RAT,Ganglioside-induced differentiation-associated-protein 2,Gdap2,1114450,1398490,1296250,1397230,1484170,948395,1127520,1140610,1176730,1125000
Q66H71,CPPED_RAT,Serine/threonine-protein phosphatase CPPED1,Cpped1,32117000,31329600,29676000,31822900,28965600,24334800,33496900,25623700,30472600,29063000
Q66H74,GLP3L_RAT,Golgi phosphoprotein 3-like,Golph3l,,,,,,,,,,3172860
Q66H76,PAXI_RAT,Paxillin,Pxn,9547380,8675410,4720750,5392730,5733470,6780500,5677670,4148990,4604230,3711620
Q66H79,Q66H79_RAT,RING-type E3 ubiquitin transferase,Trim32,16057500,15518200,15791500,17636500,15758000,13322100,16526300,13578500,15744300,17223000
Q66H80,COPD_RAT,Coatomer subunit delta,Arcn1,36718400,39137900,39739800,42147800,37050000,31565600,37598400,31835800,33709400,33338700
Q66H86,OLFL1_RAT,Olfactomedin-like protein 1,Olfml1,2458880,2934430,2126060,2592780,3169340,2506670,2354080,2720690,2056030,2367550
Q66H90,Q66H90_RAT,Bardet-Biedl syndrome 7 protein homolog,Bbs7,3022940,2729090,2702650,2914920,2559050,2244210,2959130,2769370,2568900,2372200
Q66H91,GIT2_RAT,ARF GTPase-activating protein GIT2,Git2,6839330,6347430,6037580,6939370,5063620,5648450,6669720,4926850,7161390,6141800
Q66H94,FKBP9_RAT,Peptidyl-prolyl cis-trans isomerase FKBP9,Fkbp9,1520030,1546310,1426540,1813110,1565920,1461310,1601240,1368820,1284040,1295610
Q66H98,CAVN2_RAT,Caveolae-associated protein 2,Cavin2,41235000,42825900,33511300,41741100,49807500,46223000,34911400,26442100,32064800,32284300
Q66HA4,TAXB1_RAT,Tax1-binding protein 1 homolog,Tax1bp1,13782000,14237400,16631900,,5178770,,11320600,,13498800,19175700
Q66HA5,C2D1A_RAT,Coiled-coil and C2 domain-containing protein 1A,Cc2d1a,10662600,10232800,10419100,10281200,9448170,9654980,9489030,8087550,9253820,9279740
Q66HA6,ARL8B_RAT,ADP-ribosylation factor-like protein 8B,Arl8b,143172000,176965000,181849000,169689000,172133000,108128000,191687000,138598000,163660000,148523000
Q66HA8,HS105_RAT,Heat shock protein 105 kDa,Hsph1,133253000,137420000,159484000,158413000,164281000,112759000,140052000,112297000,144139000,142600000
Q66HC3,CI072_RAT,Guanine nucleotide exchange factor C9orf72 homolog,C9orf72,5359600,7581290,8437770,7906930,7504630,6164070,6845080,7039400,6162390,5716750
Q66HC5,NUP93_RAT,Nuclear pore complex protein Nup93,Nup93,15575900,18665600,15685200,17537400,16029800,13184800,19219700,13909100,16863700,14605500
Q66HD0,ENPL_RAT,Endoplasmin,Hsp90b1,293010000,286243000,307086000,314000000,299542000,244612000,307470000,243243000,282414000,278619000
Q66HD3,NASP_RAT,Nuclear autoantigenic sperm protein,Nasp,20949000,21466600,21184300,21440900,21470200,22168800,17625700,23061000,18772100,18125200
Q66HD5,CLIP4_RAT,CAP-Gly domain-containing linker protein 4,Clip4,1271350,1094440,1311620,1354230,1660000,2033430,1869810,1563910,1776700,1637400
Q66HF1,NDUS1_RAT,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Ndufs1,3534190000,3500630000,4137010000,4014100000,4787060000,2784770000,4541630000,3346540000,3640790000,4294210000
Q66HF8,AL1B1_RAT,"Aldehyde dehydrogenase X, mitochondrial",Aldh1b1,43717100,45676300,46036800,49054300,44688700,33181600,46834400,41777200,41892800,41392000
Q66HF9,LRRF1_RAT,Leucine-rich repeat flightless-interacting protein 1,Lrrfip1,7906670,11091700,7925260,6912650,5000990,5806810,9420120,9154210,8883320,9603150
Q66HG3,CNDP1_RAT,Beta-Ala-His dipeptidase,Cndp1,2420890,2441140,2038100,2209800,2568460,981477,1819000,1888710,1914280,2403330
Q66HG4,GALM_RAT,Galactose mutarotase,Galm,33495400,36707600,20766200,25524400,26961300,22551100,24246300,18851900,21530300,27494200
Q66HG5,TM9S2_RAT,Transmembrane 9 superfamily member 2,Tm9sf2,16795900,19201800,19602400,20619700,17250200,14196500,18503600,16178400,16256500,15718400
Q66HG6,CAH5B_RAT,"Carbonic anhydrase 5B, mitochondrial",Ca5b,4676000,4620970,4547100,4667210,4395780,3323310,4651750,4650170,4582810,4877620
Q66HG8,RED_RAT,Protein Red,Ik,2575110,2314990,2069890,2302290,2926690,2070790,1844310,2466560,2178950,1981110
Q66HG9,MAVS_RAT,Mitochondrial antiviral-signaling protein,Mavs,20919000,22806200,15980400,17119600,25553100,10294400,18544000,11474800,17712900,18549500
Q66HL2,SRC8_RAT,Src substrate cortactin,Cttn,89676400,94583000,71436800,76410000,74873800,54887600,67778400,49030500,71385200,79549900
Q66HR0,S12A9_RAT,Solute carrier family 12 member 9,Slc12a9,8932130,9779450,10811300,10581100,10978700,5660810,11249200,8637400,9745110,9129690
Q66HR2,MARE1_RAT,Microtubule-associated protein RP/EB family member 1,Mapre1,65300200,68563200,62557600,67056600,64737800,50120400,60357900,50481200,66374800,65131900
Q66HR5,CACO1_RAT,Calcium-binding and coiled-coil domain-containing protein 1,Calcoco1,22517600,22841900,21672300,22733600,20550800,16375800,21457000,19318600,21254200,21561000
Q66HS7,PDLI3_RAT,PDZ and LIM domain protein 3,Pdlim3,13175600,11727000,6782490,8166670,12465700,10991900,,3256370,10436600,
Q66X93,SND1_RAT,Staphylococcal nuclease domain-containing protein 1,Snd1,160266000,159286000,163097000,163284000,159263000,126812000,166885000,133647000,152720000,139816000
Q675A5,PAG15_RAT,Lysosomal phospholipase A and acyltransferase,Pla2g15,1436620,1266270,1489650,1208960,1510960,847359,1348250,1203010,1286550,1158620
Q68A21,PURB_RAT,Transcriptional regulator protein Pur-beta,Purb,469409000,531631000,466293000,546761000,466540000,507382000,526403000,437067000,480375000,504349000
Q68FP1,GELS_RAT,Gelsolin,Gsn,308474000,258101000,318583000,312323000,332964000,249059000,283641000,297253000,301452000,299326000
Q68FP9,COG6_RAT,Conserved oligomeric Golgi complex subunit 6,Cog6,13917600,12933000,13751700,13255900,9999980,9153780,15394700,11686100,11142700,11533600
Q68FQ0,TCPE_RAT,T-complex protein 1 subunit epsilon,Cct5,124422000,119451000,121102000,124081000,120378000,94408900,123708000,105581000,116490000,115775000
Q68FQ2,JAM3_RAT,Junctional adhesion molecule C,Jam3,35674800,34205900,30463900,70287700,28459800,19146500,30950000,80143400,29237500,30743200
Q68FQ5,Q68FQ5_RAT,"Translation initiation factor IF-2, mitochondrial",Mtif2,8836320,7545590,9178070,7969800,9017890,8245280,9074410,8167680,7401650,8074360
Q68FQ7,RPAP3_RAT,RNA polymerase II-associated protein 3,Rpap3,1884070,1715710,1653600,1458310,1430790,1754650,1442900,1085540,1322970,1462140
Q68FQ9,Q68FQ9_RAT,LanC lantibiotic synthetase component C-like 2 (Bacterial),Lancl2,35656000,39821100,38579400,37610800,36873400,26824700,42898000,30043700,31938900,32429200
Q68FR2,BIN2_RAT,Bridging integrator 2,Bin2,,,,,,4992770,,,,
Q68FR6,EF1G_RAT,Elongation factor 1-gamma,Eef1g,141882000,148513000,149295000,152688000,144254000,107942000,148178000,127669000,134139000,131458000
Q68FR9,EF1D_RAT,Elongation factor 1-delta,Eef1d,153443000,159499000,145262000,153012000,139610000,108796000,141964000,108892000,140683000,151892000
Q68FS1,NUBP2_RAT,Cytosolic Fe-S cluster assembly factor NUBP2,Nubp2,10402900,10825500,10257800,11580900,11728300,7498860,10603200,8561410,9978350,10954900
Q68FS2,CSN4_RAT,COP9 signalosome complex subunit 4,Cops4,230894000,220172000,221977000,244288000,223068000,171950000,249070000,205104000,227686000,223203000
Q68FS3,FBX7_RAT,F-box only protein 7,Fbxo7,18287900,16590300,17380400,21310000,19297300,13822500,18524100,14432800,18274700,17479800
Q68FS4,AMPL_RAT,Cytosol aminopeptidase,Lap3,190615000,204756000,201939000,212402000,190553000,133109000,204349000,156705000,183797000,188146000
Q68FS8,Q68FS8_RAT,RNA 3'-terminal phosphate cyclase,Rtca,37537000,29208100,50492400,57585400,50787600,30699900,35884400,42445900,34208400,30371500
Q68FS9,Q68FS9_RAT,COMM domain containing 10,Commd10,33365100,34010200,33758600,34254800,32546800,19004900,27593000,27492900,27099200,28597800
Q68FT1,COQ9_RAT,"Ubiquinone biosynthesis protein COQ9, mitochondrial",Coq9,29918300,28483800,26465100,29600800,28744700,19505200,25262400,19542600,24055200,21301400
Q68FT3,PYRD2_RAT,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,Pyroxd2,23959700,26503600,21576700,24030300,20952600,18529400,24136200,20259100,22665900,20653400
Q68FT7,Q68FT7_RAT,Phenylalanine--tRNA ligase beta subunit,Farsb,52574900,55415300,61631900,62053700,62267800,41082000,61053500,50326900,52919700,51280900
Q68FT9,SCLY_RAT,Selenocysteine lyase,Scly,8233940,7265690,7213120,8419020,7777580,9596440,8827420,6234900,7916990,8616290
Q68FU1,PKHF1_RAT,Pleckstrin homology domain-containing family F member 1,Plekhf1,8042990,7698370,8363310,7702750,7166580,7728000,8449360,6156550,7650540,7299950
Q68FU3,ETFB_RAT,Electron transfer flavoprotein subunit beta,Etfb,183728000,193935000,179598000,178998000,139601000,116791000,149190000,135821000,143493000,161518000
Q68FU7,COQ6_RAT,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",Coq6,12813600,13227900,11663300,14729900,12593200,10451600,12731200,11445000,12625800,11097700
Q68FU8,SUGP1_RAT,SURP and G-patch domain-containing protein 1,Sugp1,861616,963504,653651,643853,829806,1193510,1097980,,,
Q68FW4,STX18_RAT,Syntaxin-18,Stx18,4597210,4431590,3454800,4907990,4104280,,5727110,4037020,4596280,3084260
Q68FW7,SYTM_RAT,"Threonine--tRNA ligase, mitochondrial",Tars2,241409000,339500000,236183000,514467000,442634000,56172600,288840000,224869000,512987000,405010000
Q68FW8,BIN3_RAT,Bridging integrator 3,Bin3,6374000,6765670,7109360,7971860,8216130,5642230,8950580,5390310,6017830,6284160
Q68FW9,CSN3_RAT,COP9 signalosome complex subunit 3,Cops3,59072500,63454700,64209300,64056900,59807700,45334400,71809100,53114400,62425800,61661100
Q68FX0,IDH3B_RAT,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",Idh3B,372448000,395226000,394027000,414071000,383583000,319986000,403048000,338444000,349154000,360633000
Q68FX1,MPI_RAT,Mannose-6-phosphate isomerase,Mpi,36299100,37637300,35649700,37262400,34864400,26093000,35597300,33205100,35180200,36871200
Q68FX7,THOC5_RAT,THO complex subunit 5 homolog,Thoc5,623163,507772,372962,542895,453900,633785,573773,535911,405056,461811
Q68FX9,SIR5_RAT,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Sirt5,45767400,45283000,46997900,49432500,47094500,36468200,48733900,44185600,44844600,45848400
Q68FY0,QCR1_RAT,"Cytochrome b-c1 complex subunit 1, mitochondrial",Uqcrc1,555436000,589644000,590749000,587843000,520803000,398131000,589384000,490067000,509065000,522314000
Q68FY1,NUP35_RAT,Nucleoporin NUP35,Nup35,4418850,4843230,4236280,5176560,4631230,3697650,4546150,3203580,4664180,4333970
Q68G31,PBLD_RAT,Phenazine biosynthesis-like domain-containing protein,Pbld,107593000,95578900,97995900,88316400,73463300,60874500,96715400,81529700,94955600,97985200
Q68G38,TOR1A_RAT,Torsin-1A,Tor1a,2218580,2652940,2978070,2522750,2623550,1144430,3186150,2072960,2125080,1780090
Q68HB6,Q68HB6_RAT,Protocadherin 7,Pcdh7,9756340,10963600,11251600,9829200,10173900,9595960,9568600,6831510,8259220,8110340
Q68LP1,MIB2_RAT,E3 ubiquitin-protein ligase MIB2,Mib2,1774090,2188910,1817790,1995230,1796840,1343360,2032310,1182630,1777620,1843400
Q68SB1,STAU2_RAT,Double-stranded RNA-binding protein Staufen homolog 2,Stau2,8424130,8514470,7246650,8082480,6382660,10302000,9295150,9053490,7319440,7386600
Q68VK5,TSN5_RAT,Tetraspanin-5,Tspan5,274497,252795,262039,326050,324402,124094,312146,172393,317247,262428
Q69BT7,TPPC4_RAT,Trafficking protein particle complex subunit 4,Trappc4,46814200,46609300,48418500,54050300,55370700,36838100,47377800,45045700,45810300,45289300
Q6AXM5,CEPT1_RAT,Choline/ethanolaminephosphotransferase 1,Cept1,33118900,35886500,42632300,41881600,43233300,26414700,33485700,27820700,32932700,31653400
Q6AXM6,Q6AXM6_RAT,Intercellular adhesion molecule 2,Icam2,4734240,6535910,5321320,6546020,7133930,3366590,6873960,4542940,6259060,6046190
Q6AXM7,HBS1L_RAT,HBS1-like protein,Hbs1l,50251900,50799400,27156300,51195900,29462500,39488200,52379600,44693400,49975800,48258700
Q6AXM8,PON2_RAT,Serum paraoxonase/arylesterase 2,Pon2,55557900,57937400,59230400,66082900,61469800,47897700,60978300,48616900,59641100,54246000
Q6AXM9,RLIG1_RAT,RNA ligase 1,None,2097350,2126470,2401790,2352920,1989510,1309750,2514990,1539800,2104880,1829300
Q6AXN3,TMED5_RAT,Transmembrane emp24 domain-containing protein 5,Tmed5,16517100,17949500,19357300,16448200,16120200,12157000,15355500,14023200,13439600,13263300
Q6AXN4,NDC1_RAT,Nucleoporin NDC1,Ndc1,1699210,2663840,2835600,2570900,2017120,,2644870,1639180,2168890,2010840
Q6AXQ0,SAE1_RAT,SUMO-activating enzyme subunit 1,Sae1,58527700,74999100,70402400,63361100,55570500,37036300,67952100,48406700,51348100,53828400
Q6AXQ4,MTM1_RAT,Myotubularin,Mtm1,2747050,2669050,3168450,3287900,3707960,2792960,3578210,2771260,3288940,2660120
Q6AXQ5,PDE12_RAT,"2',5'-phosphodiesterase 12",Pde12,55349400,58276700,61341900,62863000,62630100,42612300,61510500,52548300,58676700,57682700
Q6AXR4,HEXB_RAT,Beta-hexosaminidase subunit beta,Hexb,39179500,40512100,42307800,45133900,42374500,30856500,40833300,35700900,39568500,34926700
Q6AXS3,DEK_RAT,Protein DEK,Dek,42128600,37222100,35995000,31482000,27009500,30127400,39348400,35817100,29878800,36538300
Q6AXS4,RENR_RAT,Renin receptor,Atp6ap2,9877350,9439810,7982000,9344270,8265220,7048180,10194700,7384260,8954110,8731460
Q6AXS5,SERB1_RAT,SERPINE1 mRNA-binding protein 1,Serbp1,28885300,27080700,23747600,42220700,24371800,49922700,27807300,27461800,35350300,24705700
Q6AXS8,TPGS2_RAT,Tubulin polyglutamylase complex subunit 2,Tpgs2,1431380,1583260,1187810,1348240,1350540,1293100,1592700,1369780,1301020,1449600
Q6AXT0,RM37_RAT,Large ribosomal subunit protein mL37,Mrpl37,4903150,5468150,5253130,6077090,5051730,4322570,5743920,4958740,5681880,5092570
Q6AXT5,RAB21_RAT,Ras-related protein Rab-21,Rab21,41109500,41562100,46027000,49058200,43821900,41494300,58181100,43827700,48493300,42257700
Q6AXT7,RBM42_RAT,RNA-binding protein 42,Rbm42,560331,624642,407108,401452,492118,311427,359954,241416,413543,439246
Q6AXT8,SF3A2_RAT,Splicing factor 3A subunit 2,Sf3a2,12427700,12106000,12749800,13069900,12453200,9679290,12067400,9548240,11772700,10483800
Q6AXU4,RN181_RAT,E3 ubiquitin-protein ligase RNF181,Rnf181,4772940,7976350,7072060,9225660,7963570,4866850,7822380,5216000,7766900,7204220
Q6AXU7,MI4GD_RAT,MIF4G domain-containing protein,Mif4gd,14930900,13625600,13113000,17547500,15656200,,20207800,12552300,13617700,14777900
Q6AXV4,SAM50_RAT,Sorting and assembly machinery component 50 homolog,Samm50,106994000,88920800,98316400,108644000,103210000,80930400,98789000,99527000,91457100,88014000
Q6AXW1,GLRX2_RAT,"Glutaredoxin-2, mitochondrial",Glrx2,7659400,8085620,7565470,8924130,8479960,8233640,10634300,8589960,7252830,8191530
Q6AXX5,Q6AXX5_RAT,Retinol dehydrogenase 11,Rdh11,22741400,21178300,23847300,27367900,26690600,22363600,27415200,20534100,26933200,23940300
Q6AXX6,PXL2A_RAT,Peroxiredoxin-like 2A,Prxl2a,125288000,131392000,147937000,135857000,140955000,100788000,149186000,110416000,141083000,131490000
Q6AXY0,GSTA6_RAT,Glutathione S-transferase A6,Gsta6,534469000,544579000,527381000,611418000,515177000,435476000,548892000,446562000,538760000,532134000
Q6AXY7,PR38B_RAT,Pre-mRNA-splicing factor 38B,Prpf38b,320335,175416,243289,249486,263556,423259,223840,143245,,137975
Q6AXY8,Q6AXY8_RAT,Dehydrogenase/reductase 1,Dhrs1,7704480,8933920,8218470,10461200,7394530,7508130,9561360,8783800,9604420,7438670
Q6AY02,Q6AY02_RAT,Splicing factor 45,Rbm17,6113260,6929390,5893480,6194190,4367210,5949930,5001770,4696200,4588790,4953200
Q6AY03,Q6AY03_RAT,Progestin and adipoQ receptor family member 8,Paqr8,10798600,7794710,11159800,11439500,13814800,10801700,13298900,,12578600,12018200
Q6AY04,MAIP1_RAT,"m-AAA protease-interacting protein 1, mitochondrial",Maip1,12325900,11974500,12417800,11240100,9519970,10341200,11620900,10186400,10253600,12009700
