Accession,Description,138,139,140,141,142,143,144,,,,,
,,SCI,SCI,SCI,SHAM,SHAM,SHAM,SHAM,,,,,
P47727,Carbonyl reductase [NADPH] 1 [OS=Rattus norvegicus],15429803.69,3384958.123,14252708.53,20180941.25,12054420.68,13756706.96,40164867.53,,,,,
P54313,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 [OS=Rattus norvegicus],48652756.61,39739456.53,45394565.82,51649403.66,56303688.36,40337029.61,44773108.4,,,,,
P04785,Protein disulfide-isomerase [OS=Rattus norvegicus],26440561.98,15118486.12,22940263.96,21523980.84,12708029.08,23259527.76,87080516.82,,,,,
P38652,Phosphoglucomutase-1 [OS=Rattus norvegicus],39465555.75,20534725.65,55089312.8,52279596.61,31659248.76,48718559.21,60226068.53,,,,,
P85972,Vinculin [OS=Rattus norvegicus],86174001.86,47750364.93,36496232.85,64097111,66311850.95,82962283.86,98051483.78,,,,,
P29315,Ribonuclease inhibitor [OS=Rattus norvegicus],13262097.55,9701495.473,10983457.22,9799632.516,6030951.552,12215190.93,27292799.99,,,,,
Q68FS4,Cytosol aminopeptidase [OS=Rattus norvegicus],29345493.44,6702938.787,35483603.52,37530924.15,12436530.39,35232760.39,54355151.97,,,,,
P35745,Acylphosphatase-2 [OS=Rattus norvegicus],3572056.633,2099112.038,3577850.105,2020218.281,2768172.906,2031756.525,5121562.799,,,,,
P25809,"Creatine kinase U-type, mitochondrial [OS=Rattus norvegicus]",87828456.92,78917804.15,118221670.9,116096658.4,55625376.81,101254797.7,140278177.8,,,,,
P81155,Voltage-dependent anion-selective channel protein 2 [OS=Rattus norvegicus],37801038.15,12125014.12,42921309.25,46423754.95,40999343.49,32519437.68,32521986.85,,,,,
B2RYW9,Fumarylacetoacetate hydrolase domain-containing protein 2 [OS=Rattus norvegicus],7727796.9,2325250.513,8320142.232,8860507.063,7944704.484,8488304.011,16144395.34,,,,,
O35077,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic [OS=Rattus norvegicus]",53237416.92,53400681.7,69519001.54,48241212.13,55010830.37,56077573.29,115021621.6,,,,,
